order_id,order_date,customer_id,country,category,product,price,quantity,discount,returned,revenue
O102322,2023-05-11,C1334,India,Electronics,Phone,528.36,4,0.04,0,2028.9
O100037,2023-05-11,C1872,UK,Home,Lamp,169.07,1,0.09,0,153.85
O100014,2023-05-11,C1712,USA,Home,Vacuum,249.75,4,0.0,0,999.0
O101173,2023-05-11,C1246,Australia,Beauty,Perfume,89.72,1,0.04,0,86.13
O100222,2023-05-11,C1300,USA,Grocery,Coffee,18.98,1,0.05,0,18.03
O102199,2023-05-12,C1245,India,Grocery,Cereal,11.87,4,0.12,0,41.78
O100833,2023-05-12,C1218,India,Clothing,T-Shirt,79.64,2,0.14,0,136.98
O102583,2023-05-12,C1902,Australia,Beauty,Serum,57.65,4,0.11,0,205.23
O100497,2023-05-12,C1994,Australia,Grocery,Pasta,12.66,4,0.04,0,48.61
O102201,2023-05-12,C1577,Canada,Home,Chair,168.52,1,0.14,0,144.93
O100468,2023-05-13,C1326,Germany,Home,Blender,154.95,3,0.04,0,446.26
O101714,2023-05-13,C1263,India,Electronics,Phone,1069.58,4,0.08,0,3936.05
O101593,2023-05-13,C1112,Canada,Home,Chair,82.34,2,0.09,0,149.86
O100903,2023-05-13,C1236,India,Electronics,Smartwatch,580.24,2,0.09,0,1056.04
O100646,2023-05-13,C1261,India,Electronics,Headphones,799.51,3,0.09,0,2182.66
O101318,2023-05-13,C1058,USA,Grocery,Olive Oil,26.29,4,0.13,0,91.49
O100525,2023-05-14,C1253,Canada,Home,Chair,147.56,4,0.11,0,525.31
O100891,2023-05-14,C1880,Canada,Grocery,Coffee,22.75,3,0.07,0,63.47
O101909,2023-05-14,C1719,USA,Beauty,Serum,45.94,2,0.08,0,84.53
O100246,2023-05-15,C1685,UK,Electronics,Smartwatch,1024.51,1,0.04,0,983.53
O100100,2023-05-15,C1981,UK,Clothing,T-Shirt,17.76,2,0.11,0,31.61
O102615,2023-05-16,C1899,India,Home,Chair,179.67,1,0.12,0,158.11
O102162,2023-05-16,C1629,USA,Grocery,Cereal,8.73,3,0.03,0,25.4
O102259,2023-05-17,C1236,USA,Beauty,Shampoo,18.54,1,0.04,0,17.8
O102986,2023-05-17,C1644,India,Clothing,Jeans,114.87,1,0.07,0,106.83
O101158,2023-05-17,C1415,USA,Grocery,Pasta,39.3,4,0.12,0,138.34
O100816,2023-05-17,C1582,Germany,Clothing,Shoes,15.82,3,0.02,0,46.51
O100761,2023-05-17,C1879,India,Grocery,Pasta,24.55,4,0.07,0,91.33
O100922,2023-05-17,C1408,Australia,Home,Vacuum,196.45,3,0.13,0,512.73
O100647,2023-05-18,C1339,Canada,Electronics,Smartwatch,1113.77,1,0.14,0,957.84
O102079,2023-05-18,C1226,USA,Electronics,Smartwatch,316.61,2,0.04,0,607.89
O102264,2023-05-18,C1442,Germany,Beauty,Moisturizer,12.56,4,0.03,0,48.73
O100089,2023-05-19,C1564,Canada,Home,Blender,69.07,1,0.01,0,68.38
O102796,2023-05-19,C1710,USA,Grocery,Cereal,18.74,1,0.1,1,16.87
O102803,2023-05-19,C1409,Canada,Electronics,Headphones,661.47,4,0.12,0,2328.37
O100795,2023-05-19,C1217,India,Home,Lamp,123.09,3,0.06,0,347.11
O101222,2023-05-20,C1324,Canada,Beauty,Moisturizer,54.2,1,0.13,0,47.15
O102820,2023-05-20,C1897,USA,Electronics,Phone,524.71,2,0.14,1,902.5
O100789,2023-05-20,C1337,India,Home,Lamp,174.84,1,0.16,0,146.87
O100958,2023-05-21,C1801,India,Home,Blender,149.41,1,0.05,0,141.94
O101732,2023-05-21,C1914,Germany,Home,Blender,164.02,3,0.23,0,378.89
O101769,2023-05-21,C1059,Australia,Grocery,Coffee,30.67,1,0.08,0,28.22
O101194,2023-05-21,C1935,USA,Electronics,Phone,629.84,4,0.09,0,2292.62
O100898,2023-05-21,C1082,Canada,Grocery,Coffee,29.85,2,0.1,0,53.73
O102989,2023-05-21,C1325,India,Home,Vacuum,32.5,4,0.0,0,130.0
O102888,2023-05-21,C1339,India,Home,Lamp,140.65,2,0.09,0,255.98
O102315,2023-05-22,C1832,Canada,Clothing,Jeans,73.92,1,0.06,0,69.48
O102609,2023-05-22,C1238,Australia,Electronics,Laptop,692.65,2,0.05,0,1316.04
O101213,2023-05-22,C1316,USA,Electronics,Smartwatch,817.12,4,0.11,0,2908.95
O102507,2023-05-22,C1095,India,Grocery,Coffee,24.66,3,0.05,1,70.28
O100843,2023-05-23,C1402,UK,Grocery,Cereal,7.16,2,0.13,0,12.46
O101477,2023-05-23,C1516,Germany,Clothing,Jacket,53.87,4,0.01,0,213.33
O101698,2023-05-23,C1180,USA,Electronics,Smartwatch,597.34,3,0.06,0,1684.5
O102487,2023-05-23,C1617,USA,Home,Blender,75.11,1,0.02,0,73.61
O101894,2023-05-23,C1671,USA,Home,Vacuum,22.03,4,0.13,0,76.66
O100318,2023-05-23,C1018,UK,Electronics,Laptop,636.17,3,0.08,0,1755.83
O100542,2023-05-23,C1084,India,Grocery,Coffee,18.14,1,0.15,0,15.42
O100451,2023-05-24,C1732,Canada,Home,Vacuum,168.1,4,0.03,0,652.23
O100209,2023-05-24,C1277,Canada,Grocery,Olive Oil,10.38,3,0.07,1,28.96
O102355,2023-05-24,C1244,USA,Home,Blender,173.15,4,0.08,0,637.19
O100189,2023-05-24,C1204,USA,Clothing,Jeans,119.43,2,0.16,1,200.64
O100460,2023-05-24,C1587,India,Electronics,Phone,826.49,4,0.01,1,3272.9
O100968,2023-05-24,C1527,India,Home,Vacuum,83.38,4,0.09,0,303.5
O101741,2023-05-24,C1762,USA,Clothing,Jacket,19.41,3,0.11,0,51.82
O101575,2023-05-25,C1210,India,Electronics,Headphones,755.43,4,0.06,0,2840.42
O100727,2023-05-25,C1374,India,Electronics,Headphones,870.39,3,0.18,0,2141.16
O100563,2023-05-25,C1541,India,Grocery,Coffee,9.21,4,0.02,0,36.1
O100844,2023-05-25,C1595,Canada,Beauty,Serum,86.68,1,0.06,0,81.48
O101661,2023-05-25,C1833,India,Electronics,Smartwatch,570.62,1,0.14,1,490.73
O100600,2023-05-25,C1479,Germany,Grocery,Olive Oil,24.83,4,0.1,0,89.39
O101258,2023-05-25,C1424,India,Home,Chair,73.89,3,0.0,0,221.67
O101216,2023-05-26,C1639,India,Electronics,Headphones,1167.95,2,0.08,0,2149.03
O100580,2023-05-26,C1503,Canada,Clothing,Jacket,34.83,2,0.08,1,64.09
O100736,2023-05-26,C1839,India,Grocery,Olive Oil,5.39,2,0.04,0,10.35
O102244,2023-05-26,C1662,India,Electronics,Smartwatch,690.25,2,0.09,0,1256.26
O101058,2023-05-26,C1340,India,Grocery,Cereal,10.7,4,0.07,0,39.8
O101788,2023-05-26,C1855,India,Electronics,Smartwatch,560.76,2,0.11,0,998.15
O102832,2023-05-27,C1297,India,Grocery,Olive Oil,21.05,2,0.12,0,37.05
O102852,2023-05-27,C1161,Canada,Grocery,Olive Oil,37.75,3,0.06,0,106.46
O101514,2023-05-27,C1572,India,Beauty,Shampoo,42.87,4,0.13,0,149.19
O101017,2023-05-27,C1122,Germany,Electronics,Laptop,318.58,1,0.14,0,273.98
O100199,2023-05-27,C1630,India,Clothing,Jacket,102.43,1,0.07,0,95.26
O101667,2023-05-27,C1437,USA,Clothing,Jeans,18.98,3,0.15,0,48.4
O101303,2023-05-27,C1556,USA,Beauty,Serum,36.94,1,0.1,0,33.25
O102060,2023-05-28,C1505,USA,Grocery,Coffee,30.6,1,0.12,0,26.93
O100200,2023-05-28,C1644,Germany,Beauty,Shampoo,26.07,2,0.14,0,44.84
O102728,2023-05-28,C1586,USA,Home,Lamp,165.85,1,0.05,1,157.56
O102310,2023-05-28,C1277,Germany,Beauty,Perfume,80.71,4,0.0,0,322.84
O100951,2023-05-28,C1046,USA,Electronics,Laptop,448.66,2,0.07,0,834.51
O101099,2023-05-28,C1176,India,Clothing,Jacket,101.15,2,0.11,0,180.05
O102124,2023-05-29,C1354,UK,Beauty,Shampoo,44.66,2,0.12,0,78.6
O100529,2023-05-29,C1824,India,Electronics,Headphones,1045.6,1,0.06,0,982.86
O102097,2023-05-29,C1027,USA,Home,Chair,78.01,1,0.02,0,76.45
O101084,2023-05-29,C1060,India,Home,Lamp,168.91,3,0.14,0,435.79
O101871,2023-05-29,C1707,India,Grocery,Pasta,38.59,2,0.05,0,73.32
O101833,2023-05-29,C1370,India,Grocery,Olive Oil,32.64,4,0.18,0,107.06
O101963,2023-05-29,C1272,India,Beauty,Shampoo,56.33,4,0.03,0,218.56
O100325,2023-05-30,C1389,India,Beauty,Moisturizer,64.38,3,0.04,0,185.41
O101015,2023-05-31,C1569,Germany,Electronics,Smartwatch,367.2,2,0.12,0,646.27
O101640,2023-05-31,C1403,Germany,Clothing,T-Shirt,19.89,2,0.13,0,34.61
O100459,2023-05-31,C1098,India,Clothing,Jacket,90.51,3,0.09,0,247.09
O100205,2023-05-31,C1330,Germany,Home,Lamp,71.58,1,0.06,0,67.29
O101170,2023-06-01,C1010,Australia,Clothing,Shoes,97.87,1,0.08,0,90.04
O100224,2023-06-01,C1266,India,Grocery,Coffee,18.84,2,0.06,0,35.42
O101778,2023-06-01,C1035,India,Beauty,Shampoo,31.21,2,0.0,0,62.42
O101538,2023-06-01,C1597,India,Clothing,Jacket,116.01,3,0.0,0,348.03
O101430,2023-06-02,C1238,India,Grocery,Pasta,14.29,1,0.06,0,13.43
O100237,2023-06-02,C1563,Germany,Electronics,Laptop,627.2,4,0.14,0,2157.57
O101233,2023-06-02,C1573,India,Beauty,Perfume,69.42,2,0.03,0,134.67
O101065,2023-06-02,C1454,India,Electronics,Smartwatch,1057.82,2,0.0,0,2115.64
O102652,2023-06-02,C1075,India,Home,Blender,167.18,2,0.08,0,307.61
O102205,2023-06-03,C1148,Australia,Electronics,Headphones,1199.4,2,0.06,0,2254.87
O102368,2023-06-03,C1004,Canada,Grocery,Olive Oil,8.3,3,0.08,0,22.91
O101712,2023-06-03,C1630,USA,Electronics,Laptop,1015.92,3,0.14,0,2621.07
O101780,2023-06-03,C1793,USA,Clothing,Shoes,79.42,1,0.06,0,74.65
O102976,2023-06-03,C1109,India,Home,Blender,223.67,2,0.08,0,411.55
O100614,2023-06-03,C1752,USA,Electronics,Smartwatch,762.04,3,0.07,0,2126.09
O100363,2023-06-03,C1420,India,Electronics,Headphones,337.35,2,0.13,0,586.99
O102516,2023-06-03,C1725,Canada,Electronics,Laptop,812.16,4,0.03,0,3151.18
O101107,2023-06-03,C1828,UK,Grocery,Pasta,28.85,2,0.02,0,56.55
O101986,2023-06-04,C1001,India,Beauty,Shampoo,81.58,2,0.01,0,161.53
O100299,2023-06-04,C1667,India,Grocery,Pasta,33.13,4,0.1,0,119.27
O102752,2023-06-04,C1414,India,Electronics,Smartwatch,561.78,2,0.05,0,1067.38
O102459,2023-06-05,C1994,Canada,Clothing,Jeans,82.37,2,0.02,0,161.45
O102477,2023-06-05,C1901,UK,Electronics,Smartwatch,375.86,1,0.16,0,315.72
O102710,2023-06-05,C1742,UK,Electronics,Headphones,1094.68,2,0.11,0,1948.53
O100946,2023-06-05,C1756,UK,Clothing,Jeans,62.2,1,0.11,0,55.36
O101606,2023-06-05,C1693,Canada,Clothing,T-Shirt,90.5,3,0.01,0,268.79
O101739,2023-06-05,C1569,USA,Home,Vacuum,208.09,1,0.12,0,183.12
O101965,2023-06-05,C1057,India,Grocery,Coffee,19.18,4,0.01,0,75.95
O102984,2023-06-06,C1723,Australia,Beauty,Moisturizer,40.5,3,0.16,0,102.06
O100081,2023-06-06,C1234,UK,Clothing,Jacket,65.48,2,0.09,0,119.17
O101390,2023-06-06,C1937,USA,Home,Vacuum,63.18,4,0.16,0,212.28
O100861,2023-06-06,C1325,USA,Grocery,Cereal,11.03,2,0.1,0,19.85
O100877,2023-06-06,C1314,Australia,Home,Blender,56.66,4,0.04,0,217.57
O100879,2023-06-06,C1946,UK,Clothing,Shoes,56.37,4,0.03,0,218.72
O100274,2023-06-07,C1445,India,Grocery,Coffee,38.75,1,0.08,0,35.65
O101038,2023-06-07,C1213,India,Clothing,Jeans,67.73,1,0.05,0,64.34
O101906,2023-06-07,C1236,USA,Electronics,Smartwatch,472.79,4,0.05,1,1796.6
O100873,2023-06-08,C1984,India,Electronics,Phone,362.31,4,0.18,0,1188.38
O101169,2023-06-08,C1539,Canada,Clothing,T-Shirt,31.3,1,0.07,0,29.11
O101531,2023-06-08,C1949,UK,Electronics,Phone,900.47,4,0.0,0,3601.88
O102226,2023-06-08,C1888,Australia,Beauty,Moisturizer,77.42,4,0.06,0,291.1
O101680,2023-06-08,C1925,India,Clothing,Shoes,38.85,3,0.13,0,101.4
O101755,2023-06-08,C1807,India,Clothing,Shoes,65.38,2,0.09,0,118.99
O100393,2023-06-09,C1739,USA,Beauty,Serum,56.48,1,0.06,0,53.09
O102955,2023-06-09,C1494,India,Home,Blender,36.11,3,0.07,0,100.75
O101799,2023-06-09,C1095,Germany,Beauty,Shampoo,85.37,2,0.02,0,167.33
O102100,2023-06-09,C1118,Germany,Grocery,Cereal,9.12,1,0.11,0,8.12
O101261,2023-06-09,C1946,India,Clothing,Jacket,87.12,2,0.08,0,160.3
O100217,2023-06-09,C1440,India,Grocery,Pasta,24.12,2,0.06,1,45.35
O100130,2023-06-09,C1103,India,Home,Lamp,135.08,3,0.12,0,356.61
O101832,2023-06-09,C1529,UK,Clothing,Jeans,78.15,4,0.07,0,290.72
O102249,2023-06-10,C1137,India,Grocery,Pasta,23.75,1,0.06,0,22.32
O101620,2023-06-10,C1457,Australia,Electronics,Phone,447.63,3,0.12,0,1181.74
O101676,2023-06-10,C1007,India,Electronics,Headphones,709.92,4,0.02,0,2782.89
O101875,2023-06-10,C1829,India,Clothing,Shoes,21.97,2,0.06,0,41.3
O100942,2023-06-10,C1492,Australia,Grocery,Coffee,10.34,1,0.05,0,9.82
O100290,2023-06-10,C1619,USA,Grocery,Coffee,24.67,2,0.06,0,46.38
O102329,2023-06-10,C1701,UK,Grocery,Pasta,31.43,1,0.08,0,28.92
O100022,2023-06-10,C1912,Australia,Home,Vacuum,159.43,3,0.07,0,444.81
O100240,2023-06-10,C1437,USA,Electronics,Smartwatch,918.64,4,0.09,0,3343.85
O101183,2023-06-10,C1583,Australia,Beauty,Moisturizer,13.48,3,0.09,0,36.8
O102916,2023-06-11,C1728,India,Home,Chair,101.76,2,0.03,0,197.41
O101408,2023-06-11,C1715,India,Home,Chair,49.67,1,0.2,0,39.74
O100983,2023-06-11,C1685,India,Clothing,T-Shirt,70.86,2,0.19,0,114.79
O102429,2023-06-11,C1911,UK,Grocery,Coffee,38.53,2,0.0,0,77.06
O100066,2023-06-11,C1803,India,Grocery,Cereal,22.86,1,0.04,1,21.95
O102224,2023-06-11,C1788,Australia,Beauty,Serum,24.02,3,0.07,0,67.02
O102592,2023-06-11,C1809,India,Home,Vacuum,111.96,1,0.11,0,99.64
O100239,2023-06-12,C1215,India,Beauty,Serum,79.75,1,0.07,0,74.17
O100469,2023-06-12,C1153,India,Electronics,Headphones,1016.32,2,0.13,0,1768.4
O102873,2023-06-12,C1434,UK,Clothing,Jeans,50.6,3,0.13,0,132.07
O102846,2023-06-12,C1467,USA,Beauty,Shampoo,38.92,3,0.06,0,109.75
O101409,2023-06-12,C1649,UK,Home,Lamp,140.32,1,0.09,1,127.69
O102292,2023-06-12,C1731,USA,Beauty,Moisturizer,76.48,4,0.0,0,305.92
O101578,2023-06-12,C1650,Australia,Electronics,Smartwatch,758.94,4,0.13,0,2641.11
O101924,2023-06-13,C1767,India,Home,Chair,149.51,1,0.11,0,133.06
O102814,2023-06-13,C1794,India,Home,Vacuum,116.1,2,0.07,0,215.95
O102397,2023-06-13,C1611,India,Beauty,Moisturizer,13.88,4,0.13,0,48.3
O102008,2023-06-13,C1935,Canada,Grocery,Olive Oil,31.2,2,0.08,1,57.41
O102810,2023-06-14,C1194,Germany,Clothing,Jeans,118.74,1,0.06,0,111.62
O100827,2023-06-14,C1165,Germany,Home,Chair,211.36,2,0.06,0,397.36
O102780,2023-06-14,C1326,UK,Electronics,Laptop,675.73,4,0.15,0,2297.48
O101010,2023-06-14,C1567,Canada,Electronics,Headphones,761.91,3,0.19,0,1851.44
O102317,2023-06-14,C1190,Canada,Grocery,Cereal,19.01,4,0.12,0,66.92
O101602,2023-06-14,C1188,UK,Clothing,T-Shirt,52.83,3,0.0,0,158.49
O100486,2023-06-14,C1146,India,Electronics,Headphones,1036.48,2,0.1,0,1865.66
O100639,2023-06-15,C1417,USA,Electronics,Phone,989.04,2,0.16,0,1661.59
O101474,2023-06-15,C1607,India,Electronics,Headphones,559.18,2,0.0,0,1118.36
O101449,2023-06-15,C1585,India,Grocery,Coffee,28.41,3,0.06,0,80.12
O101821,2023-06-16,C1824,Australia,Electronics,Headphones,1033.1,3,0.15,0,2634.4
O100040,2023-06-16,C1012,Germany,Clothing,Jeans,105.67,4,0.12,0,371.96
O101811,2023-06-16,C1111,UK,Clothing,Jeans,67.37,4,0.09,0,245.23
O101786,2023-06-16,C1165,India,Beauty,Shampoo,80.44,3,0.06,0,226.84
O100503,2023-06-16,C1282,Germany,Grocery,Olive Oil,14.31,4,0.07,0,53.23
O100480,2023-06-17,C1627,Australia,Beauty,Shampoo,50.65,4,0.13,0,176.26
O100401,2023-06-17,C1128,UK,Grocery,Coffee,37.56,3,0.12,0,99.16
O100802,2023-06-17,C1569,USA,Beauty,Serum,76.82,4,0.12,0,270.41
O102638,2023-06-17,C1252,Australia,Grocery,Coffee,14.88,3,0.11,0,39.73
O101305,2023-06-17,C1531,Germany,Clothing,Jacket,102.32,3,0.01,0,303.89
O101072,2023-06-17,C1963,Germany,Home,Lamp,110.93,1,0.02,0,108.71
O102091,2023-06-18,C1667,UK,Beauty,Serum,49.89,2,0.1,0,89.8
O101272,2023-06-19,C1782,Germany,Grocery,Pasta,33.84,3,0.08,0,93.4
O101313,2023-06-19,C1002,Germany,Electronics,Laptop,411.81,4,0.0,0,1647.24
O101190,2023-06-19,C1480,Canada,Electronics,Phone,734.98,3,0.11,0,1962.4
O102766,2023-06-19,C1863,India,Electronics,Smartwatch,417.55,1,0.1,0,375.8
O100481,2023-06-19,C1108,USA,Beauty,Moisturizer,15.04,2,0.08,0,27.67
O100126,2023-06-20,C1155,India,Home,Lamp,164.34,3,0.07,0,458.51
O101174,2023-06-20,C1558,Australia,Grocery,Pasta,32.55,2,0.08,0,59.89
O101765,2023-06-21,C1903,Australia,Electronics,Headphones,1199.43,4,0.04,0,4605.81
O100800,2023-06-21,C1321,India,Home,Chair,185.96,3,0.05,1,529.99
O102711,2023-06-21,C1914,Australia,Home,Blender,182.84,3,0.01,0,543.03
O101122,2023-06-21,C1975,Australia,Electronics,Phone,301.02,4,0.11,1,1071.63
O101842,2023-06-21,C1502,India,Clothing,Jeans,22.06,3,0.11,0,58.9
O100272,2023-06-21,C1573,India,Clothing,T-Shirt,53.48,2,0.12,0,94.12
O102113,2023-06-21,C1569,UK,Home,Lamp,133.58,4,0.05,0,507.6
O101939,2023-06-22,C1765,USA,Home,Chair,115.99,3,0.1,0,313.17
O102521,2023-06-22,C1192,USA,Beauty,Serum,83.51,4,0.1,0,300.64
O102007,2023-06-22,C1848,India,Electronics,Smartwatch,500.47,1,0.03,0,485.46
O102043,2023-06-22,C1071,India,Beauty,Moisturizer,62.75,2,0.01,0,124.24
O100509,2023-06-22,C1988,Germany,Clothing,T-Shirt,72.34,3,0.12,0,190.98
O100528,2023-06-22,C1680,USA,Home,Blender,67.39,1,0.09,0,61.32
O100781,2023-06-22,C1402,India,Home,Blender,50.98,1,0.06,0,47.92
O102653,2023-06-23,C1612,Germany,Grocery,Coffee,32.03,3,0.12,0,84.56
O102573,2023-06-23,C1047,UK,Electronics,Headphones,317.39,4,0.09,0,1155.3
O100479,2023-06-23,C1753,UK,Electronics,Smartwatch,677.88,4,0.16,0,2277.68
O100974,2023-06-24,C1337,UK,Clothing,Shoes,35.28,2,0.01,0,69.85
O102998,2023-06-24,C1730,India,Beauty,Shampoo,13.49,3,0.1,0,36.42
O101653,2023-06-24,C1165,India,Clothing,Jeans,59.39,2,0.07,1,110.47
O101284,2023-06-25,C1193,India,Beauty,Shampoo,84.25,1,0.07,0,78.35
O102470,2023-06-25,C1609,Australia,Beauty,Shampoo,30.48,2,0.13,0,53.04
O100305,2023-06-25,C1866,India,Clothing,Shoes,78.81,4,0.01,0,312.09
O100943,2023-06-26,C1679,India,Grocery,Cereal,35.07,1,0.04,0,33.67
O102343,2023-06-26,C1365,Germany,Grocery,Pasta,8.22,3,0.1,0,22.19
O100583,2023-06-26,C1309,India,Home,Blender,211.5,4,0.13,1,736.02
O100440,2023-06-26,C1714,Germany,Electronics,Laptop,1019.71,4,0.0,0,4078.84
O102991,2023-06-26,C1408,India,Beauty,Shampoo,46.47,3,0.0,0,139.41
O100988,2023-06-27,C1887,India,Clothing,Jacket,111.79,2,0.06,0,210.17
O102957,2023-06-27,C1609,USA,Home,Vacuum,158.43,2,0.09,0,288.34
O102330,2023-06-27,C1686,Germany,Clothing,T-Shirt,94.06,3,0.06,0,265.25
O101637,2023-06-27,C1429,Australia,Electronics,Laptop,369.87,4,0.06,0,1390.71
O102387,2023-06-27,C1398,Australia,Clothing,Shoes,28.88,2,0.05,0,54.87
O100559,2023-06-27,C1908,Germany,Home,Blender,135.33,4,0.1,0,487.19
O100937,2023-06-28,C1376,USA,Clothing,Jacket,66.47,3,0.18,0,163.52
O102582,2023-06-28,C1684,India,Grocery,Olive Oil,17.13,3,0.08,0,47.28
O100852,2023-06-28,C1834,UK,Beauty,Perfume,27.4,2,0.07,0,50.96
O100940,2023-06-29,C1945,UK,Clothing,Jeans,17.37,4,0.11,0,61.84
O100384,2023-06-29,C1612,India,Clothing,Jacket,47.31,2,0.08,0,87.05
O101886,2023-06-29,C1269,Germany,Home,Vacuum,49.28,3,0.05,0,140.45
O100285,2023-06-30,C1092,USA,Clothing,Jeans,32.86,4,0.11,0,116.98
O100938,2023-07-01,C1040,India,Beauty,Shampoo,38.66,3,0.1,0,104.38
O100502,2023-07-01,C1279,Canada,Beauty,Serum,20.57,3,0.12,0,54.3
O102296,2023-07-01,C1614,India,Grocery,Olive Oil,36.4,3,0.12,0,96.1
O102281,2023-07-01,C1843,India,Home,Lamp,228.35,2,0.14,0,392.76
O101011,2023-07-01,C1186,USA,Home,Vacuum,155.05,2,0.08,0,285.29
O100916,2023-07-01,C1689,UK,Grocery,Pasta,5.5,2,0.13,0,9.57
O100660,2023-07-02,C1064,India,Beauty,Serum,77.49,4,0.0,0,309.96
O102240,2023-07-02,C1987,India,Electronics,Phone,882.83,3,0.09,0,2410.13
O101175,2023-07-02,C1757,USA,Beauty,Serum,42.7,4,0.0,0,170.8
O102109,2023-07-02,C1675,UK,Grocery,Pasta,28.38,1,0.13,0,24.69
O102242,2023-07-02,C1725,India,Clothing,Jeans,31.13,3,0.13,0,81.25
O102628,2023-07-02,C1886,USA,Clothing,T-Shirt,41.67,3,0.13,0,108.76
O101992,2023-07-02,C1870,Germany,Beauty,Serum,68.45,1,0.1,0,61.6
O102013,2023-07-02,C1179,India,Beauty,Shampoo,57.82,1,0.12,0,50.88
O102945,2023-07-02,C1141,Germany,Electronics,Headphones,1047.94,1,0.0,1,1047.94
O100182,2023-07-03,C1194,India,Grocery,Pasta,27.84,3,0.12,0,73.5
O102826,2023-07-03,C1795,India,Beauty,Perfume,73.91,3,0.01,0,219.51
O100648,2023-07-03,C1307,Germany,Grocery,Cereal,26.08,3,0.14,0,67.29
O101634,2023-07-03,C1942,Australia,Home,Chair,205.4,4,0.05,1,780.52
O102924,2023-07-03,C1194,India,Home,Chair,241.14,4,0.1,0,868.1
O101631,2023-07-04,C1405,Germany,Clothing,Jacket,31.21,4,0.06,0,117.35
O101549,2023-07-05,C1206,Germany,Home,Vacuum,181.05,2,0.02,0,354.86
O102164,2023-07-05,C1281,Australia,Grocery,Cereal,11.99,4,0.06,0,45.08
O100465,2023-07-05,C1699,India,Electronics,Phone,920.65,2,0.04,0,1767.65
O100192,2023-07-06,C1470,USA,Electronics,Laptop,394.29,3,0.06,0,1111.9
O101223,2023-07-06,C1793,USA,Beauty,Shampoo,27.24,3,0.03,0,79.27
O101089,2023-07-06,C1152,USA,Home,Vacuum,76.93,2,0.12,0,135.4
O102906,2023-07-07,C1035,Australia,Grocery,Coffee,17.82,3,0.14,0,45.98
O102889,2023-07-07,C1124,Australia,Grocery,Coffee,12.8,1,0.02,0,12.54
O100077,2023-07-07,C1064,India,Clothing,Jeans,92.08,2,0.02,0,180.48
O102283,2023-07-07,C1601,Canada,Beauty,Shampoo,38.01,2,0.06,0,71.46
O102919,2023-07-07,C1940,Canada,Home,Blender,76.17,2,0.24,0,115.78
O101171,2023-07-07,C1205,USA,Clothing,T-Shirt,52.64,3,0.06,0,148.44
O102706,2023-07-07,C1947,India,Clothing,T-Shirt,60.59,1,0.04,0,58.17
O102227,2023-07-07,C1889,USA,Electronics,Phone,733.39,2,0.07,0,1364.11
O102210,2023-07-07,C1725,Germany,Home,Lamp,211.71,3,0.05,0,603.37
O100358,2023-07-08,C1853,Germany,Grocery,Cereal,35.54,3,0.06,0,100.22
O100144,2023-07-09,C1133,India,Electronics,Phone,844.81,1,0.15,1,718.09
O100518,2023-07-09,C1180,Australia,Grocery,Cereal,21.08,3,0.08,0,58.18
O102461,2023-07-09,C1457,Canada,Clothing,Jacket,109.73,4,0.09,0,399.42
O102614,2023-07-09,C1332,Germany,Home,Chair,53.89,1,0.01,0,53.35
O101966,2023-07-09,C1327,India,Electronics,Headphones,573.93,2,0.2,1,918.29
O100428,2023-07-09,C1323,USA,Electronics,Laptop,407.84,1,0.04,0,391.53
O100323,2023-07-09,C1977,USA,Beauty,Shampoo,46.69,3,0.0,0,140.07
O100032,2023-07-09,C1657,Germany,Home,Lamp,115.61,2,0.11,0,205.79
O102095,2023-07-09,C1183,India,Home,Blender,244.67,2,0.12,0,430.62
O102483,2023-07-10,C1092,USA,Home,Lamp,206.83,4,0.12,0,728.04
O100288,2023-07-10,C1492,USA,Electronics,Laptop,1087.61,3,0.03,0,3164.95
O101315,2023-07-10,C1205,India,Grocery,Coffee,28.28,4,0.17,0,93.89
O102488,2023-07-10,C1145,Canada,Home,Chair,162.92,4,0.02,1,638.65
O100520,2023-07-10,C1627,Germany,Grocery,Olive Oil,12.94,2,0.07,0,24.07
O100717,2023-07-11,C1513,India,Clothing,Jacket,79.54,3,0.01,0,236.23
O100424,2023-07-11,C1979,UK,Beauty,Shampoo,12.78,2,0.15,0,21.73
O101360,2023-07-11,C1720,India,Electronics,Laptop,551.18,3,0.05,0,1570.86
O102026,2023-07-11,C1693,UK,Grocery,Cereal,12.86,2,0.09,0,23.41
O100268,2023-07-11,C1557,India,Home,Blender,53.94,4,0.11,0,192.03
O100020,2023-07-11,C1292,Australia,Beauty,Moisturizer,61.88,3,0.14,0,159.65
O102726,2023-07-12,C1854,USA,Grocery,Coffee,39.67,3,0.11,0,105.92
O101654,2023-07-12,C1642,India,Home,Vacuum,204.12,4,0.06,0,767.49
O100975,2023-07-13,C1549,Australia,Electronics,Headphones,901.13,3,0.1,0,2433.05
O100777,2023-07-13,C1590,UK,Grocery,Coffee,39.03,3,0.11,0,104.21
O102868,2023-07-13,C1787,USA,Grocery,Coffee,12.85,2,0.0,0,25.7
O102591,2023-07-13,C1120,USA,Grocery,Coffee,34.02,4,0.14,0,117.03
O100483,2023-07-13,C1903,USA,Clothing,Jacket,97.37,1,0.04,0,93.48
O101473,2023-07-13,C1404,India,Electronics,Phone,576.69,2,0.06,0,1084.18
O102895,2023-07-13,C1845,India,Clothing,Jeans,27.9,4,0.07,0,103.79
